title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,adult
The Flight Before Christmas,"Animation, Family, Adventure, Drama, Fantasy",2008,5.8,"holiday, christmas",Michael Hegner,"A young reindeer named Niko dreams about flying like his father, whom he has never met. Despite constant teasing from others, he sneaks out of his home valley to take flying lessons from Julius, a flying squirrel.",https://image.tmdb.org/t/p/w500/vEv1FpWQntCYeLW8QUwnE0uFQXa.jpg,https://www.youtube.com/watch?v=NtZX7SOPDi4,0
Jack Reacher,"Crime, Drama, Thriller, Action",2012,6.635,"sniper, coma, based on novel or book, war veteran, mass murder, detective, investigation, betrayal, conspiracy, police chase, investigator, district attorney, defense attorney, military police, loner, purple heart, framed for murder, ex military, off the grid, mass shooting, father daughter relationship, victims, army veteran, backstory, physical evidence, fist fight, mass murderer, gun range",Christopher McQuarrie,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",https://image.tmdb.org/t/p/w500/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,https://www.youtube.com/watch?v=kAbxn_F8lps,0
True Stalker,"Drama, Romance",2024,0.0,,Angling Sagaran,Adiba has been a huge fan and stalker of Agam since high school. Helena's presence in Agam's life has caused new problems. Stalking is no longer fun when you become the victim.,https://image.tmdb.org/t/p/w500/qtpwIvSPENyyOQvuD6mGcpol9p5.jpg,https://www.youtube.com/watch?v=DEy8VwT1S7g,0
Deep Throat in Tokyo,"Drama, Horror",1975,3.9,"transplantation, model",Kan Mukai,"Kumi Taguchi is a model who leaves her boxer boyfriend after he sustains an injury. She meets and quickly marries Hideo, the heir to a corporate empire. Hideo's father, Takehiko, lusts after Kumi. Takehiko sends his son away, ostensibly on a business trip, but actually so that he can be murdered by Takehiko's henchmen. Takehiko seduces Kumi, but is frustrated when she refuses to perform oral sex on him. Angered, Takehiko forces Kumi to undergo surgery in which her clitoris is transferred to her throat, thereby requiring that she engage in oral sex in order to have an orgasm. Hideo, the supposedly murdered son, returns having paid off his assassins. Hideo shoots and kills his father, but Kumi grabs the gun and kills Hideo so that she can inherit the family's fortune",https://image.tmdb.org/t/p/w500/fYoA2HT3LvFxANCQCCtDenQW7sJ.jpg,,1
Final Destination 5,"Horror, Mystery",2011,6.101,"premonition, accidental death, crash, end is here, duringcreditsstinger",Steven Quale,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",https://image.tmdb.org/t/p/w500/5uRF7zATPr0hIMfDcMEfnhMGw6a.jpg,https://www.youtube.com/watch?v=24abND3yDq0,0
The Girl in the Spider's Web,"Action, Crime, Thriller",2018,6.1,"hacker, based on novel or book, sweden, stockholm, sweden, sequel, computer expert, millennium, computer programmer, gifted children, father daughter relationship, sister sister relationship",Fede Álvarez,"After being enlisted to recover a dangerous computer program, hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",https://image.tmdb.org/t/p/w500/w4ibr8R702DCjwYniry1D1XwQXj.jpg,https://www.youtube.com/watch?v=XKMSP9OKspQ,0
Dante's Peak,"Action, Adventure, Drama, Thriller",1997,6.2,"rescue, small town, helicopter, lava, mayor, evacuation, natural disaster, motel, volcano, lovers, partnership, volcanology, disaster, cabin, explosion, scientist, seismograph, volcanic eruption, rowboat, catastrophe, disaster movie, acid, county fair, abandoned mine, volcanic ash",Roger Donaldson,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",https://image.tmdb.org/t/p/w500/chApdYLprUhuAVpeBXn2Ytytyo6.jpg,https://www.youtube.com/watch?v=p_oFoX3GniA,0
Kill Bill: The Whole Bloody Affair,"Action, Crime, Thriller",2011,7.994,"martial arts, kung fu, sword, martial law, revenge, wedding",Quentin Tarantino,"An assassin is shot and almost killed by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance. Kill Bill: The Whole Bloody Affair is a complete edit of the two-part martial arts action films Kill Bill: Vol. 1 and Kill Bill: Vol. 2. The film was originally scheduled to be released as one part. However, due to the film's over 4 hour running time, it was split into two parts.",https://image.tmdb.org/t/p/w500/zomX76Pf3nUaTzRBk5BveLk1QPu.jpg,https://www.youtube.com/watch?v=p_5MTB43bnw,1
Barbie Video Game Hero,"Animation, Family, Science Fiction",2017,6.9,"video game, based on toy, virus, computer programmer",Ezekiel Norton,"When Barbie magically gets pulled into her favorite video game, she is excited to see she's transformed into a fun roller-skating character. In the game, she meets Cutie, the lovable cloud-shaped friend, and Bella, the roller-skating princess. Together, they soon discover a mischievous emoji is trying to take control of the game. As they travel from level to level, Barbie must rely on her amazing gaming skills and out-of-the box thinking to save her team and beat the game!",https://image.tmdb.org/t/p/w500/rWQPf9Q8CAHIpBP8SVLE3uaSmf4.jpg,,0
Cousins,"Comedy, Romance, Drama",2019,7.7,"coming out, small town, cousin, coming of age, catholic, lgbt, cousin cousin relationship, gay theme",Mauro Carvalho,"Lucas is a young man who lives with his religious aunt Lourdes in a quiet country town. He helps his aunt by holding religious meetings with the ladies of the area, in the living room, playing biblical songs on the keyboard. This quiet life will end as soon as the charitable aunt communicates the arrival of another nephew, Mario, just out of jail. The clash of reality between the cousins ends up causing unusual situations, and an unexpected attraction among the boys.",https://image.tmdb.org/t/p/w500/2o0pzmuQKFhuPnz4hvpfjd3BlNR.jpg,https://www.youtube.com/watch?v=snNSFiD7WC8,0
Sex and the City 2,"Comedy, Drama, Romance",2010,6.1,"female friendship, vacation, travel, gay marriage, american abroad, manhattan, new york city, united arab emirates, former lovers, abu dhabi",Michael Patrick King,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",https://image.tmdb.org/t/p/w500/iHSRxhZsPaVuLCivvV6WEkMVGWU.jpg,https://www.youtube.com/watch?v=Djz0q-GeboM,0
Mission: Impossible - Rogue Nation,"Action, Adventure",2015,7.206,"mission, london, england, spy, morocco, villain, austria, europe, sequel, conspiracy, vienna, austria, vienna opera, complex, based on tv series, exhilarated",Christopher McQuarrie,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",https://image.tmdb.org/t/p/w500/sGvcWcI99OTXLzghD7qXw00KaY5.jpg,https://www.youtube.com/watch?v=F-qBD17wwrQ,0
Going Places,"Comedy, Drama",1974,6.777,"release from prison, bisexuality, menage a trois, hoodlum, anarchic comedy",Bertrand Blier,"Two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. They take whatever the bourgeoisie holds dear, whether it’s cars, peace of mind, or daughters. Marie-Ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor. She’s on her own search for seemingly unattainable sexual pleasure.",https://image.tmdb.org/t/p/w500/1evmnMMSgUXORoECRwiMiqjwmN.jpg,https://www.youtube.com/watch?v=E9RA83poDVI,1
Attack on Titan II: End of the World,"Horror, Science Fiction, Action",2015,6.099,based on manga,Shinji Higuchi,"Eren Yeager leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking. Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",https://image.tmdb.org/t/p/w500/khTl77Kvwb7emwcluvwKRA7MkSs.jpg,https://www.youtube.com/watch?v=Ux4sQG1Lvco,0
Boyz n the Hood,"Crime, Drama",1991,7.6,"street gang, gangster, black people, rapper, ghetto, street war, violence in schools, vexed, south central los angeles, vindictive, cautionary, black american, antagonistic, callous",John Singleton,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...",https://image.tmdb.org/t/p/w500/v4ox4aSCNT5vyLXl4Q71JiWwCXW.jpg,https://www.youtube.com/watch?v=ZI-qlj-4cpk,0
The 6th Day,"Science Fiction, Action, Mystery, Drama",2000,6.0,"laser gun, clone, dystopia, dna, villain, futuristic, murder, cyberpunk, scientist, alternative reality, implanted memory, action hero",Roger Spottiswoode,"A world of the very near future in which cattle, fish, and even the family pet can be cloned. But cloning humans is illegal - that is until family man Adam Gibson comes home from work one day to find a clone has replaced him. Taken from his family and plunged into a sinister world he doesn't understand, Gibson must not only save himself from the assassins who must destroy him to protect their secret, but uncover who and what is behind the horrible things happening to him.",https://image.tmdb.org/t/p/w500/nlbB47qp1oxEtts9Ik3UYAwKWHM.jpg,https://www.youtube.com/watch?v=LABR3ikwfdc,0
Last Man Down,"Action, Thriller, Mystery",2021,6.201,,Fansu Njie,"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",https://image.tmdb.org/t/p/w500/4B7liCxNCZIZGONmAMkCnxVlZQV.jpg,https://www.youtube.com/watch?v=Cs5AVa6-M6A,0
Fortress: Sniper's Eye,"Action, Thriller, Crime",2022,5.3,,Josh Sternfeld,"Weeks after the deadly assault on Fortress Camp, Robert makes a daring rescue to save Sasha, the widow of his old nemesis Balzary. But back in the camp's command bunker, it appears Sasha may have devious plans of her own. As a new attack breaks out, Robert is confronted with a familiar face he thought he'd never see again…",https://image.tmdb.org/t/p/w500/61J34xHVVdQHbJ4MSCWQo4e727v.jpg,https://www.youtube.com/watch?v=Sej4pVKFAkE,0
The Inheritance,Horror,2024,6.034,,Alejandro Brugués,"Billionaire Charles Abernathy, on the eve of his 75th birthday, invites his four estranged children back home out of fear that tonight someone – or something – is coming to kill him. To ensure his family will help protect him from whatever’s coming, Abernathy puts each of their inheritances on the line – they’ll get nothing if he’s found dead by dawn.",https://image.tmdb.org/t/p/w500/3qQok7BPKVcM0DA9Zu5OeMzzmk6.jpg,https://www.youtube.com/watch?v=-LZ8oktImDo,0
The Emoji Movie,"Animation, Family, Comedy",2017,5.43,"villain, parody, 3d animation, emoji",Tony Leondis,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",https://image.tmdb.org/t/p/w500/f5pF4OYzh4wb1dYL2ARQNdqUsEZ.jpg,https://www.youtube.com/watch?v=Rd85FEdJfTw,0
When Evil Lurks,"Horror, Thriller",2023,7.345,"farm, small town, shotgun, village, possession, gore, goat, demon, police officer, dog, ex-wife, evil, brother brother relationship, body horror",Demián Rugna,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",https://image.tmdb.org/t/p/w500/iQ7G9LhP7NRRIUM4Vlai3eOxBAc.jpg,https://www.youtube.com/watch?v=YrTnV6gNzno,0
Almost Friends,"Drama, Comedy",2017,6.3,romance,Jake Goldberger,"A man in his mid-20s, still living at home with his mother and stepfather, puts all his eggs in one basket: the girl who works at his local coffee shop. The problem is, she has a serious boyfriend. As they become closer, the line between friendship and intimacy is blurred, and the situation forces both to examine where they are in their lives.",https://image.tmdb.org/t/p/w500/uJMknKxZagbhAYiiMjEaFnsZzRR.jpg,https://www.youtube.com/watch?v=snDP66_WjrM,0
Operation Red Sea,"Action, Thriller, War, Adventure",2018,7.4,"red sea, historical fiction, desert, hostage situation, tank battle, uranium, peoples army, naval battleship",Dante Lam Chiu-Yin,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",https://image.tmdb.org/t/p/w500/6ctXBO0o5fKQvGdSJsPc8TAYCvp.jpg,https://www.youtube.com/watch?v=nRNZjtOUpto,0
Woman of the Hour,"Crime, Drama, Thriller",2024,6.499,"new york city, california, rape, photographer, 1970s, game show, based on true story, serial killer, female protagonist, true crime, audition, woman director, sexual assault, aspiring actress, actress, wyoming, violence",Anna Kendrick,"An aspiring actress crosses paths with a prolific serial killer in '70s LA when they're cast on an episode of ""The Dating Game.""",https://image.tmdb.org/t/p/w500/nc9ZqrJFbcUdlMg9lxXXtJb24jU.jpg,https://www.youtube.com/watch?v=ODUdpwddTQk,1
Step Up All In,"Romance, Drama, Music",2014,6.829,"dance competition, street artist, woman director",Trish Sie,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",https://image.tmdb.org/t/p/w500/hgAjyJyEvj5S9CeztXs39iEUJKS.jpg,https://www.youtube.com/watch?v=VhiJhmKTO7A,0
Finestkind,"Crime, Drama, Thriller",2023,7.0,"boston, massachusetts, brother, criminal, case",Brian Helgeland,"Two brothers from opposite sides of the tracks are reunited as adults. Desperate circumstances force them into a deal with an organized crime syndicate in Boston, and a young woman gets caught in the middle.",https://image.tmdb.org/t/p/w500/90D6sXfbXKhDpd4S1cHICdAe8VD.jpg,https://www.youtube.com/watch?v=O8aPzwMl37g,0
Christmas & Co.,Comedy,2017,6.284,"holiday, santa claus, christmas",Alain Chabat,"Christmas is on its way and with it disaster. The 92,000 responsible for manufacturing children's toys all become sick at the same time! It's a tough moment for Santa, better known as Father Christmas. He's left no choice: he must make an emergency trip to Earth with his reindeer to search for a remedy. When he arrives, he must find some allies to save the magic of Christmas.",https://image.tmdb.org/t/p/w500/mrz2fC1F9H8kbdKu2vOwyeMAzvg.jpg,https://www.youtube.com/watch?v=hnswy9ByCtQ,0
Torque,Action,2004,5.2,"drug dealer, corruption, ex-girlfriend, revenge, gang, motorcycle, motorcycle gang",Joseph Kahn,"Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey, leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood.",https://image.tmdb.org/t/p/w500/pY35tW8BMAjZewl87OxjXK8ui02.jpg,https://www.youtube.com/watch?v=olxto6CgFPo,0
The Sixth Sense,"Mystery, Thriller, Drama",1999,7.956,"dying and death, child abuse, philadelphia, pennsylvania, sense of guilt, afterlife, marriage crisis, loss of loved one, confidence, psychology, paranormal phenomena, single, psychological thriller, cowardliness, single mother, school play, ghost, child, spiritism, ghost child",M. Night Shyamalan,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",https://image.tmdb.org/t/p/w500/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,https://www.youtube.com/watch?v=VG9AGf66tXM,0
Traffic,"Thriller, Drama, Crime",2000,7.1,"drug dealer, daughter, mother, drug abuse, drug smuggling, smuggling (contraband), war on drugs, drug trafficking, addicted, police operation, father, usa–mexico border, addiction, drug lord, marriage dispute",Steven Soderbergh,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",https://image.tmdb.org/t/p/w500/jbccmnqE4oAPI67bApgt2JiRPz8.jpg,https://www.youtube.com/watch?v=BNSSeq1_OB8,0
My Neighbors the Yamadas,"Animation, Comedy, Family",1999,7.0,"surrealism, middle class, dysfunctional family, based on manga, urban setting, grandmother, japanese family, haiku, anime",Isao Takahata,"The Yamadas are a typical middle class Japanese family in urban Tokyo and this film shows us a variety of episodes of their lives. With tales that range from the humorous to the heartbreaking, we see this family cope with life's little conflicts, problems, and joys in their own way.",https://image.tmdb.org/t/p/w500/nj0ijnOozQtu52r0ncut769G1FX.jpg,https://www.youtube.com/watch?v=eicJA929UdI,0
Mrs. Harris Goes to Paris,"Drama, Comedy, History",2022,7.294,"paris, france, based on novel or book, widow, dress, fashion, cleaner, 1950s, cheerful",Anthony Fabian,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,https://image.tmdb.org/t/p/w500/eUg0HDLhTEDcXGBU2iK6QRBILv4.jpg,https://www.youtube.com/watch?v=iO9JcPbbmAA,0
The Forbidden Play,"Horror, Thriller",2023,5.8,,Hideo Nakata,"Naoto Ihara lives happily with his wife Miyuki and their son Haruto. Their happiness is crushed when Miyuki suddenly dies in a car accident. Naoto falls into deep grief over the death of his wife. Meanwhile, Haruto buries his dead mother Miyuki's finger in their garden and prays everyday for her to come back to life. The family is visited by video director Hiroko Kurasawa, who used to work with Naoto Ihara. There she sees Haruto shouting a strange spell in their yard. Unexpected and bizarre phenomenons soon take place around Hiroko Kurasawa.",https://image.tmdb.org/t/p/w500/tK9slJx4EXroJI0KceF5zt9bnuM.jpg,,0
Tom and Jerry & The Wizard of Oz,"Animation, Comedy, Adventure, Family, Fantasy",2011,6.258,based on young adult novel,Spike Brandt,"After a deadly storm, Tom and Jerry find themselves stranded on an unknown island ruled by the evil Wizard of Oz. As they try to find their way back home, they worry for their master Dorothy's safety.",https://image.tmdb.org/t/p/w500/gFlwbp47uh6F1p203RQOaxYThzX.jpg,https://www.youtube.com/watch?v=MK7evFDGdjc,0
Extreme Prejudice,"Action, Thriller, Crime",1987,6.2,"robbery, texas, mexican standoff, texas ranger, organized crime, drugs, kingpin, modern western, neo-noir",Walter Hill,"A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries...",https://image.tmdb.org/t/p/w500/AhWYiWKdCm15LIEJrBzwA7Ig8ET.jpg,https://www.youtube.com/watch?v=a0ha-idPfTA,0
Top Secret!,Comedy,1984,7.1,"surfing, rock 'n' roll, beach, airplane, prisoner, bookshop, liberation of prisoners, spy, parachute, autoradio, ballet, spoof, anarchic comedy",Jim Abrahams,"Popular and dashing American singer Nick Rivers travels to East Germany to perform in a music festival. When he loses his heart to the gorgeous Hillary Flammond, he finds himself caught up in an underground resistance movement. Rivers joins forces with Agent Cedric and Flammond to attempt the rescue of her father, Dr. Paul, from the Germans, who have captured the scientist in hopes of coercing him into building a new naval mine.",https://image.tmdb.org/t/p/w500/hRTbfR27xghnVMs3ZJ3EhK3zzud.jpg,https://www.youtube.com/watch?v=ep7ota84VZA,0
The Girl on the Train,"Thriller, Mystery, Drama, Crime",2016,6.438,"infidelity, new york city, amnesia, based on novel or book, obsession, homicide, blackout, alcoholism, flashback, confusion, memory loss, domestic abuse, disappearance, female protagonist, psychological thriller, train, divorcee, missing person, police investigation, ex-husband ex-wife relationship, unreliable narrator, voyeurism, abuse, alcoholics anonymous",Tate Taylor,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",https://image.tmdb.org/t/p/w500/AhTO2QWG0tug7yDoh0XoaMhPt3J.jpg,https://www.youtube.com/watch?v=y5yk-HGqKmM,1
Species,"Science Fiction, Horror, Action",1995,5.971,"genetics, telepathy, paranoia, dna, transformation, instinct, alien, femme fatale, decapitation, on the run, sexual attraction, los angeles, california, creature, scientist, sexual desire, cocoon, genetic engineering, interspecies romance, alien dna",Roger Donaldson,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,https://www.youtube.com/watch?v=ECe9Yqltw_w,1
Sofia the First: Once Upon a Princess,"Animation, Family",2012,7.4,"princess, television pilot",Jamie Mitchell,"Set in the storybook world of Enchancia, the music-filled movie follows Sofia, an average girl whose life suddenly changes when her mother marries the king and she is whisked off to live in a castle with her mom, new step-father, King Roland II, and step-siblings, Amber and James. Along the way this ordinary girl learns to navigate the extraordinary life of royalty, and in the process makes everyone around her feel special.",https://image.tmdb.org/t/p/w500/5MGUoGtlOK646iHo8sJLyDSrpDC.jpg,https://www.youtube.com/watch?v=6DmW3BBAz_Y,0
Pretty Guardian Sailor Moon Cosmos the Movie Part 2,Animation,2023,7.8,"sequel, based on manga, anime, magical girl, noble sacrifice",Tomoya Takahashi,"One by one, Sailor Moon’s friends and loved ones are targeted by a formidable new enemy who threatens to destroy everything and rule over the cosmos. After devastating losses, Sailor Moon endures her battle against Shadow Galactica. Will despair crush her, or will she find light in the darkness?",https://image.tmdb.org/t/p/w500/sHmtdPMhnVtZWHro6f8CuDQuusz.jpg,https://www.youtube.com/watch?v=e-uzKP75_a4,0
The Man from U.N.C.L.E.,"Comedy, Action, Adventure",2015,7.091,"central intelligence agency (cia), spy, cold war, kgb, remake, buddy cop, russian spy, american spy",Guy Ritchie,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",https://image.tmdb.org/t/p/w500/y5yZaForGSJbPD66Cvq9AT5WMAD.jpg,https://www.youtube.com/watch?v=w_Ky4KPzKwY,0
Tom and Jerry: The Movie,"Animation, Comedy, Family, Music",1992,6.327,"villain, cartoon cat, family, cartoon mouse, female villain",Phil Roman,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,https://image.tmdb.org/t/p/w500/k68ZB5trRKcEJSQdPiY6jtxVq14.jpg,https://www.youtube.com/watch?v=WBYdp2sOut0,0
Boruto: Naruto the Movie,"Adventure, Action, Animation, Comedy, Fantasy",2015,7.5,"anime, adventure",Hiroyuki Yamashita,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",https://image.tmdb.org/t/p/w500/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,https://www.youtube.com/watch?v=ld-oqpvOBAk,0
From Up on Poppy Hill,"Animation, Drama",2011,7.5,"high school, students' movement, romance, based on manga, teenage love, dead father, clubhouse, post war japan, 1960s, anime, yokohama, change vs tradition, japanese economic miracle",Goro Miyazaki,"Yokohama, 1963. Japan is picking itself up from the devastation of World War II and preparing to host the 1964 Olympics—and the mood is one of both optimism and conflict as the young generation struggles to throw off the shackles of a troubled past. Against this backdrop of hope and change, a friendship begins to blossom between high school students Umi and Shun—but a buried secret from their past emerges to cast a shadow on the future and pull them apart.",https://image.tmdb.org/t/p/w500/rRLYX4RZIyloHSJwvZKAhphAjiB.jpg,https://www.youtube.com/watch?v=a0DIxdy8CZA,0
Dark Angel,"Action, Thriller, Science Fiction, Crime, Horror",1990,5.9,"heroin, overdose, cop, alien, undercover cop, shootout, drugs",Craig R. Baxley,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...",https://image.tmdb.org/t/p/w500/jRL2OxZXsGWFVbfoyk4Y0LeI9WS.jpg,https://www.youtube.com/watch?v=lQf8Wk9uJSk,0
Uncut Gems,"Drama, Thriller, Crime",2019,7.156,"bet, infidelity, new york city, gambling, auction, ethiopia, dark comedy, basketball, money, art house, debt, apartment building, opal, pawnshop, character study, jeweler, city life, neo-noir, independent film, black opal",Benny Safdie,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",https://image.tmdb.org/t/p/w500/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,https://www.youtube.com/watch?v=sXga1Oy0iRk,0
Why Women Cheat,Romance,2021,2.8,,,"The male lead is the king of a small island nation. He was previously badly hurt by the female lead. The female lead has a canine tooth that makes her look extremely captivating when she smiles. When the female lead vanished, the male lead became extremely fond of sleeping because he did not want to miss her. As fate would have it, the male lead married the female lead in the end. He decided to properly torment that adorable yet horrible woman for a while",https://image.tmdb.org/t/p/w500/xHJhH0pGTFLsECDry3G170M8fsG.jpg,,0
Transformers,"Adventure, Science Fiction, Action",2007,6.8,"transformation, destroy, alien, based on toy, robot, duringcreditsstinger, teenage hero, griffith observatory",Michael Bay,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,https://image.tmdb.org/t/p/w500/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg,https://www.youtube.com/watch?v=ahYjx0rQvqQ,0
Once Upon a Studio,"Animation, Family, Fantasy, Comedy",2023,8.32,"live action and animation, dedication, short film, cgi-live action hybrid",Trent Correy,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",https://image.tmdb.org/t/p/w500/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,https://www.youtube.com/watch?v=JuQrVla3TTk,0
Gladiator II,"Action, Adventure",2024,6.7,"epic, gladiator, roman empire, ancient rome, sequel, evil tyrant, sword and sandal, sword fighting, second part",Ridley Scott,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",https://image.tmdb.org/t/p/w500/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,https://www.youtube.com/watch?v=TQwSz88ITAE,0
Proximity,"Science Fiction, Drama",2020,6.6,"nasa, extraterrestrial, scientist, tracking device, costa rica, secret government agency, fellow abductees",Eric Demeusy,A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.,https://image.tmdb.org/t/p/w500/nto7dx8vmqESDU484huGoSt4o48.jpg,https://www.youtube.com/watch?v=vakNakzL25A,0
The Girl Next Door,"Comedy, Romance",2004,6.72,"high school, porn actor, pornographic video, school party, blonde, sexual attraction, porn industry, sex comedy, girl next door, sex video",Luke Greenfield,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",https://image.tmdb.org/t/p/w500/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg,https://www.youtube.com/watch?v=0rD3Qkh-238,1
