title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,adult
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",2008,7.6,"new york city, navy, funeral, diary, tea, travel, hospital, historical fiction, period drama, based on short story, fictional biography, reverse aging, introspective, intense, magical realism",David Fincher,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",https://image.tmdb.org/t/p/w500/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,https://www.youtube.com/watch?v=ODjKVMHF9fM,0
The Ghost and the Darkness,"Adventure, Action, Thriller, Horror, History",1996,6.798,"london, england, based on novel or book, hunter, africa, lion, animal attack, bridge, british army, based on true story, lion attack, colonialism, swahili, mysticism, railroad construction, 1890s",Stephen Hopkins,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",https://image.tmdb.org/t/p/w500/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg,https://www.youtube.com/watch?v=jGsiY-2CkPU,0
Escape from Mogadishu,"War, Action, Thriller, Drama, History",2021,7.051,"diplomat, escape, somalia, 1990s, mogadishu, inter-korean relations",Ryoo Seung-wan,Diplomats from the North and South Korean embassies in Somalia attempt a daring joint escape from Mogadishu when the outbreak of civil war leaves them stranded.,https://image.tmdb.org/t/p/w500/uZj357VwnONzHfQGBHpgDyw8uy6.jpg,https://www.youtube.com/watch?v=uDyM8zmhQtc,0
4 Horsemen: Apocalypse,"Science Fiction, Horror",2022,6.0,"end of the world, apocalypse",Geoff Meed,A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.,https://image.tmdb.org/t/p/w500/dt3mo4tArf2llDiht91cnvUtSgT.jpg,https://www.youtube.com/watch?v=KWmCOsNDwA4,0
Young Aunt,Romance,2018,4.7,softcore,Kye Jang-hyuk,"Jung-hoon manages to get into a university in the outskirst of the city after years of trying, but he can't find a place to stay so he stays at his aunt's house. Ji-hyun runs a shopping mall with her friend Eun-young. Jung-hoon arrives at Ji-hyun's house with just an address and runs into Eun-young who happens to be completely naked.",https://image.tmdb.org/t/p/w500/iNPB4vsRoVcZTxnkkkmwCIPBLmq.jpg,,1
How Much Do You Love Me?,"Comedy, Drama",2005,5.897,"prostitute, relationship problems, sadomasochism, illegal prostitution, pigalle, paris, ex-husband ex-wife relationship",Bertrand Blier,"After winning the lottery, François goes to a bar in Pigalle and offers one hundred thousand Euros per month to a prostitute named Daniela to live with him as his wife until his money runs out.",https://image.tmdb.org/t/p/w500/jD18aRBrHtr9YnwJoLdqPntxDGr.jpg,https://www.youtube.com/watch?v=hGkayeTcEb4,1
Usogui,"Mystery, Thriller",2022,5.136,"gambling, based on manga, grifter, live action remake, death game",Hideo Nakata,"Madarame Baku is a mysterious gambler. His nickname is Usogui (literally The Lie Eater). Club Kakerou is the top illegal gambling den, where gamblers vie to become the best in their profession. Seeing through the lies of others, Madarame Baku challenges a variety of high stakes games at Club Kakerou.",https://image.tmdb.org/t/p/w500/pA1S8w1bcjowzcu41re6bfZmsFx.jpg,,0
Don't Tell Mom the Babysitter's Dead,Comedy,2024,6.1,"becoming an adult, babysitter, remake, teenage girl",Wade Allain-Marcus,"Seventeen year old Tanya's plans for a carefree summer are derailed when her stressed-to-the-limit mom takes off for a wellness retreat and puts Tanya and her three siblings in the charge of a crotchety (and racist) old babysitter. The babysitter’s sudden death leaves the kids short on cash and reluctant to pull mom prematurely out of her much-needed R&R, so Tanya is forced to get a job. Posing as an adult, she gets a gig as the executive assistant at a fashion company and overnight is thrust into the world of adulthood and parenting.",https://image.tmdb.org/t/p/w500/aMLrX8qaagRUESyPSJCARNlT8Xd.jpg,https://www.youtube.com/watch?v=fdT5YyVeW8o,0
Kneecap,"Comedy, Drama, Music",2024,6.8,"hip-hop, based on true story, northern ireland, drug use, drugs, belfast, north ireland, irish music, rap, semi-fiction, irish language, direct, gaelic, belfast, mocking",Rich Peppiatt,"When fate brings Belfast teacher JJ into the orbit of self-confessed 'low life scum' Naoise and Liam Og, the needle drops on a hip hop act like no other. Rapping in their native Irish, they lead a movement to save their mother tongue.",https://image.tmdb.org/t/p/w500/1E3cWakOLsNYrxqYhcrdqu0zHOs.jpg,https://www.youtube.com/watch?v=FFYfp-hKxZQ,0
Death Wish,"Action, Crime, Thriller",2018,6.2,"robbery, based on novel or book, police, gun, kidnapping, detective, remake, vigilante, shootout, dark hero, criminal, aggressive, death of wife, father daughter relationship, vigilante justice, provocative",Eli Roth,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,https://image.tmdb.org/t/p/w500/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,https://www.youtube.com/watch?v=HzILu6yyA20,1
Stepmom's Desire,"Drama, Romance",2020,6.5,softcore,Lee Dong-Joon,"Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.",https://image.tmdb.org/t/p/w500/rYC6UyML4CU4zYiZVbDMrwnGyWW.jpg,,1
The Adam Project,"Adventure, Science Fiction",2022,7.035,"escape, time travel, explore, 2050s",Shawn Levy,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",https://image.tmdb.org/t/p/w500/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,https://www.youtube.com/watch?v=IE8HIsIrq4o,0
Final Fantasy VII: Advent Children,"Animation, Action, Adventure, Fantasy, Science Fiction",2005,7.1,"airplane, swordplay, megacity, wheelchair, based on video game, ruins, anime",Tetsuya Nomura,"Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope.",https://image.tmdb.org/t/p/w500/pTIXM2yu8McSlcQVs1VjVSNC45x.jpg,https://www.youtube.com/watch?v=E4UYgWsiMqI,0
Nanny McPhee and the Big Bang,"Comedy, Fantasy, Family",2010,6.3,"nanny, nostalgic, aftercreditsstinger, duringcreditsstinger, woman director, based on young adult novel",Susanna White,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",https://image.tmdb.org/t/p/w500/9cgHfgBXVZmVR63AhwJ82R1kAFS.jpg,https://www.youtube.com/watch?v=54xMw6eouOM,0
The Kill Room,"Comedy, Crime",2023,5.958,"hitman, dark comedy, money, modern art, crime",Nicol Paone,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",https://image.tmdb.org/t/p/w500/qKpdy7N6zX05eisopvvviiTwPxb.jpg,https://www.youtube.com/watch?v=ZCoMN3YUTp8,0
Vertigo,"Mystery, Romance, Thriller",1958,8.2,"plan, love of one's life, sense of guilt, san francisco, california, suicide attempt, obsession, bachelor, detective, necklace, vertigo, museum, painting, insurance fraud, film noir, golden gate bridge, psychological thriller, rescue from drowning, neo-noir, fear of heights, color film noir, awestruck",Alfred Hitchcock,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",https://image.tmdb.org/t/p/w500/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,https://www.youtube.com/watch?v=95o-QM-lz8g,0
The Dukes of Hazzard: The Beginning,"Action, Adventure, Comedy, Tv Movie",2007,6.2,"farm, small town, georgia, uncle, prequel, redneck, rural area, moonshine, summer job, reckless driving, southern, cousins",Robert Berlinger,"When mischievous teenaged cousins Bo and Luke Duke are arrested, both boys are paroled to the care of their Uncle Jesse in Hazzard, sentenced to a summer of hard work. It's not long before the Duke boys learn of Boss Hogg's plans to foreclose on Uncle Jesse's farm. Together, with help from their cousin Daisy, Bo and Luke vow to save the family's property and its storied history of producing the best moonshine in all of Hazzard.",https://image.tmdb.org/t/p/w500/1kqpqfIhCvuPRqNuH0ox3T5MBHZ.jpg,https://www.youtube.com/watch?v=6d0iwpQldpM,0
The Forbidden Kingdom,"Action, Adventure, Fantasy",2008,6.6,"martial arts, based on novel or book, temple, legend, villainess, time travel, fistfight, shaolin, tempel, urination, east asian lead, staff, medieval, wuxia, warrior, action hero",Rob Minkoff,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",https://image.tmdb.org/t/p/w500/mkrwLBAFHwLnQF8qdhCH0VOQqff.jpg,https://www.youtube.com/watch?v=6t8_jG56mEo,0
Flower & Snake: Zero,"Mystery, Thriller, Drama",2014,6.2,"bondage, rope, bdsm, pink film",Hajime Hashimoto,"Misaki Amemiya is an assistant inspector for the Metropolitan Police Department's Community Safety Bureau who becomes ensnared in a trap while investigating a mysterious illegal video website called ""Babylon"". Soon, she's bound and tortured along with Shizuko and an oversexed housewife named Ruri.",https://image.tmdb.org/t/p/w500/dgL3SEyEGJl33PyUs2ADh82Dd3m.jpg,https://www.youtube.com/watch?v=HUjy69kczqI,1
Captive State,"Science Fiction, Action, Adventure, Thriller",2019,5.641,"chicago, illinois, dystopia, alien, apocalypse, alien invasion",Rupert Wyatt,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.",https://image.tmdb.org/t/p/w500/cVo7lylXAUDGuvDZBUYaP8Zjbku.jpg,https://www.youtube.com/watch?v=i68xCzI406A,0
Licorice Pizza,"Drama, Comedy, Romance",2021,6.974,"high school, california, jealousy, 1970s, politician, coming of age, love, teenage love, young love, san fernando valley, pinball machine, child actor, young entrepreneur, closeted homosexual, brother brother relationship, jewish, age-gap relationship, period piece, lighthearted, teenager",Paul Thomas Anderson,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",https://image.tmdb.org/t/p/w500/7F8v5IzhgZSfyTSXpIxXE8d1u8v.jpg,https://www.youtube.com/watch?v=ofnXPwUPENo,1
The Bourne Identity,"Action, Drama, Mystery, Thriller",2002,7.466,"sniper, assassin, amnesia, paris, france, based on novel or book, escape, barcelona, spain, secret identity, passport, mission of murder, lovers, flashback, shootout, foot chase, cell phone, multiple identities, surveillance camera, hamburg, germany, fishing boat, langley virginia, safe deposit box, hand to hand combat, action hero, bourne, jason bourne, intense, powerful",Doug Liman,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",https://image.tmdb.org/t/p/w500/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,https://www.youtube.com/watch?v=PGKK5wACwrU,0
